ID
ENSG00000224272
ENSG00000243429
ENSG00000251196
ENSG00000229425
ENSG00000236423
ENSG00000272016
ENSG00000236208
ENSG00000214110
ENSG00000233621
ENSG00000270346
ENSG00000224738
ENSG00000262420
ENSG00000234281
ENSG00000235560
ENSG00000261616
ENSG00000235531
ENSG00000261716
ENSG00000271361
ENSG00000246560
ENSG00000233818
ENSG00000229619
ENSG00000258056
ENSG00000270175
ENSG00000198750
ENSG00000233461
ENSG00000234327
ENSG00000236618
ENSG00000261737
ENSG00000229388
ENSG00000237125
ENSG00000215769
ENSG00000265298
ENSG00000176593
ENSG00000227398
ENSG00000273381
ENSG00000244560
ENSG00000168405
ENSG00000205746
ENSG00000205959
ENSG00000232926
ENSG00000248019
ENSG00000196205
ENSG00000130600
ENSG00000186466
ENSG00000180139
ENSG00000271576
ENSG00000234771
ENSG00000270504
ENSG00000182109
ENSG00000259881
ENSG00000244945
ENSG00000235381
ENSG00000229152
ENSG00000268518
ENSG00000248015
ENSG00000248587
ENSG00000258545
ENSG00000258647
ENSG00000271959
ENSG00000223749
ENSG00000262855
ENSG00000236345
